srno,code,difficulty,event,event_name,finished,id,is_home,kickoff_time,minutes,provisional_start_time,team_a,team_h
7,2128374,4,9,Gameweek 9,FALSE,87,FALSE,2020-11-21T15:00:00Z,0,FALSE,12,17
10,2128402,4,12,Gameweek 12,FALSE,115,FALSE,2020-12-12T15:00:00Z,0,FALSE,12,13
11,2128415,2,13,Gameweek 13,FALSE,128,TRUE,2020-12-16T20:00:00Z,0,FALSE,18,12
12,2128423,2,14,Gameweek 14,FALSE,136,FALSE,2020-12-19T15:00:00Z,0,FALSE,12,16
13,2128432,2,15,Gameweek 15,FALSE,145,TRUE,2020-12-26T15:00:00Z,0,FALSE,14,12
18,2128480,2,20,Gameweek 20,FALSE,193,FALSE,2021-01-26T20:00:00Z,0,FALSE,12,18
19,2128492,3,21,Gameweek 21,FALSE,205,TRUE,2021-01-30T15:00:00Z,0,FALSE,15,12
22,2128522,3,24,Gameweek 24,FALSE,235,TRUE,2021-02-13T15:00:00Z,0,FALSE,17,12
24,2128541,2,26,Gameweek 26,FALSE,254,TRUE,2021-02-27T15:00:00Z,0,FALSE,19,12
25,2128551,4,27,Gameweek 27,FALSE,264,TRUE,2021-03-06T15:00:00Z,0,FALSE,13,12
27,2128571,3,29,Gameweek 29,FALSE,284,TRUE,2021-03-20T15:00:00Z,0,FALSE,20,12
31,2128612,3,33,Gameweek 33,FALSE,325,TRUE,2021-04-24T14:00:00Z,0,FALSE,16,12
34,2128643,3,36,Gameweek 36,FALSE,356,FALSE,2021-05-12T18:45:00Z,0,FALSE,12,14
2,2128322,3,4,Gameweek 4,FALSE,35,TRUE,2020-10-03T14:00:00Z,0,FALSE,17,13
3,2128332,3,5,Gameweek 5,FALSE,45,FALSE,2020-10-17T14:00:00Z,0,FALSE,13,14
7,2128371,2,9,Gameweek 9,FALSE,84,TRUE,2020-11-21T15:00:00Z,0,FALSE,18,13
8,2128383,2,10,Gameweek 10,FALSE,96,FALSE,2020-11-28T15:00:00Z,0,FALSE,13,16
9,2128395,2,11,Gameweek 11,FALSE,108,FALSE,2020-12-05T15:00:00Z,0,FALSE,13,19
11,2128411,4,13,Gameweek 13,FALSE,124,FALSE,2020-12-15T19:45:00Z,0,FALSE,13,15
14,2128441,3,16,Gameweek 16,FALSE,154,TRUE,2020-12-28T15:00:00Z,0,FALSE,20,13
18,2128479,3,20,Gameweek 20,FALSE,192,TRUE,2021-01-26T20:00:00Z,0,FALSE,15,13
20,2128500,3,22,Gameweek 22,FALSE,213,TRUE,2021-02-02T20:00:00Z,0,FALSE,16,13
22,2128524,2,24,Gameweek 24,FALSE,237,FALSE,2021-02-13T15:00:00Z,0,FALSE,13,18
23,2128532,2,25,Gameweek 25,FALSE,245,TRUE,2021-02-20T15:00:00Z,0,FALSE,14,13
26,2128562,2,28,Gameweek 28,FALSE,275,TRUE,2021-03-13T15:00:00Z,0,FALSE,19,13
29,2128593,4,31,Gameweek 31,FALSE,306,FALSE,2021-04-10T14:00:00Z,0,FALSE,13,17
36,2128665,3,38,Gameweek 38,FALSE,378,FALSE,2021-05-23T15:00:00Z,0,FALSE,13,20
0,2128293,2,1,Gameweek 1,FALSE,6,FALSE,2020-09-12T14:00:00Z,0,FALSE,14,19
2,2128313,4,3,Gameweek 3,FALSE,26,FALSE,2020-09-26T14:00:00Z,0,FALSE,14,17
5,2128345,3,6,Gameweek 6,FALSE,58,FALSE,2020-10-24T14:00:00Z,0,FALSE,14,20
7,2128363,2,8,Gameweek 8,FALSE,76,FALSE,2020-11-07T15:00:00Z,0,FALSE,14,16
11,2128403,2,12,Gameweek 12,FALSE,116,TRUE,2020-12-12T15:00:00Z,0,FALSE,18,14
17,2128461,4,18,Gameweek 18,FALSE,174,FALSE,2021-01-12T19:45:00Z,0,FALSE,14,15
22,2128512,3,23,Gameweek 23,FALSE,225,TRUE,2021-02-06T15:00:00Z,0,FALSE,16,14
25,2128542,3,26,Gameweek 26,FALSE,255,TRUE,2021-02-27T15:00:00Z,0,FALSE,20,14
26,2128554,2,27,Gameweek 27,FALSE,267,FALSE,2021-03-06T15:00:00Z,0,FALSE,14,18
29,2128583,3,30,Gameweek 30,FALSE,296,TRUE,2021-04-03T14:00:00Z,0,FALSE,17,14
31,2128603,2,32,Gameweek 32,FALSE,316,TRUE,2021-04-17T14:00:00Z,0,FALSE,19,14
36,2128652,3,37,Gameweek 37,FALSE,365,TRUE,2021-05-15T14:00:00Z,0,FALSE,15,14
0,2128295,3,1,Gameweek 1,FALSE,8,TRUE,2020-09-14T19:00:00Z,0,FALSE,20,15
8,2128373,2,9,Gameweek 9,FALSE,86,TRUE,2020-11-21T15:00:00Z,0,FALSE,19,15
9,2128384,2,10,Gameweek 10,FALSE,97,FALSE,2020-11-28T15:00:00Z,0,FALSE,15,18
11,2128404,2,12,Gameweek 12,FALSE,117,FALSE,2020-12-12T15:00:00Z,0,FALSE,15,16
18,2128473,3,19,Gameweek 19,FALSE,186,TRUE,2021-01-16T15:00:00Z,0,FALSE,17,15
21,2128501,2,22,Gameweek 22,FALSE,214,TRUE,2021-02-02T19:45:00Z,0,FALSE,18,15
23,2128525,2,24,Gameweek 24,FALSE,238,FALSE,2021-02-13T15:00:00Z,0,FALSE,15,19
26,2128552,3,27,Gameweek 27,FALSE,265,TRUE,2021-03-06T15:00:00Z,0,FALSE,16,15
31,2128605,3,32,Gameweek 32,FALSE,318,FALSE,2021-04-17T14:00:00Z,0,FALSE,15,20
33,2128624,4,34,Gameweek 34,FALSE,337,FALSE,2021-05-01T14:00:00Z,0,FALSE,15,17
1,2128304,3,2,Gameweek 2,FALSE,17,TRUE,2020-09-20T11:00:00Z,0,FALSE,17,16
3,2128324,2,4,Gameweek 4,FALSE,37,TRUE,2020-10-03T14:00:00Z,0,FALSE,18,16
8,2128375,3,9,Gameweek 9,FALSE,88,FALSE,2020-11-21T15:00:00Z,0,FALSE,16,20
15,2128443,2,16,Gameweek 16,FALSE,156,TRUE,2020-12-28T15:00:00Z,0,FALSE,19,16
23,2128523,3,24,Gameweek 24,FALSE,236,TRUE,2021-02-13T15:00:00Z,0,FALSE,20,16
28,2128573,4,29,Gameweek 29,FALSE,286,FALSE,2021-03-20T15:00:00Z,0,FALSE,16,17
30,2128594,2,31,Gameweek 31,FALSE,307,FALSE,2021-04-10T14:00:00Z,0,FALSE,16,18
37,2128664,2,38,Gameweek 38,FALSE,377,FALSE,2021-05-23T15:00:00Z,0,FALSE,16,19
4,2128334,2,5,Gameweek 5,FALSE,47,TRUE,2020-10-17T14:00:00Z,0,FALSE,19,17
7,2128364,2,8,Gameweek 8,FALSE,77,FALSE,2020-11-07T15:00:00Z,0,FALSE,17,18
14,2128435,3,15,Gameweek 15,FALSE,148,FALSE,2020-12-26T15:00:00Z,0,FALSE,17,20
22,2128514,2,23,Gameweek 23,FALSE,227,TRUE,2021-02-06T15:00:00Z,0,FALSE,18,17
24,2128534,2,25,Gameweek 25,FALSE,247,FALSE,2021-02-20T15:00:00Z,0,FALSE,17,19
35,2128645,3,36,Gameweek 36,FALSE,358,TRUE,2021-05-12T18:45:00Z,0,FALSE,20,17
17,2128462,2,18,Gameweek 18,FALSE,175,FALSE,2021-01-12T19:45:00Z,0,FALSE,18,19
18,2128475,3,19,Gameweek 19,FALSE,188,FALSE,2021-01-16T15:00:00Z,0,FALSE,18,20
33,2128625,3,34,Gameweek 34,FALSE,338,TRUE,2021-05-01T14:00:00Z,0,FALSE,20,18
36,2128655,2,37,Gameweek 37,FALSE,368,TRUE,2021-05-15T14:00:00Z,0,FALSE,19,18
2,2128315,3,3,Gameweek 3,FALSE,28,TRUE,2020-09-26T14:00:00Z,0,FALSE,20,19
29,2128585,3,30,Gameweek 30,FALSE,298,FALSE,2021-04-03T14:00:00Z,0,FALSE,19,20
